"Country","Code","Item","Element","Unit","Value","Flag"
"Bahrain",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","export_quantity","tonne",5127,"A"
"Bahrain",401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","export_value","USD",5241000,"A"
"Bahrain",666,"Chocolate products nes","export_quantity","tonne",2.17,"A"
"Bahrain",666,"Chocolate products nes","export_value","USD",34000,"A"
"Bahrain",828,"Cigarettes","export_quantity","tonne",7,"A"
"Bahrain",828,"Cigarettes","export_value","USD",75000,"A"
"Bahrain",659,"Coffee extracts","import_quantity","tonne",5.16,"A"
"Bahrain",659,"Coffee extracts","import_value","USD",28000,"A"
"Bahrain",658,"Coffee substitutes","export_quantity","tonne",0.8,"A"
"Bahrain",658,"Coffee substitutes","export_value","USD",7000,"A"
"Bahrain",657,"Coffee, decaffeinated or roasted","export_quantity","tonne",12.55,"A"
"Bahrain",657,"Coffee, decaffeinated or roasted","export_value","USD",132000,"A"
"Bahrain",656,"Coffee, green","export_quantity","tonne",0.25,"A"
"Bahrain",656,"Coffee, green","export_value","USD",3000,"A"
"Bahrain",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",62.4,"A"
"Bahrain",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",225000,"A"
"Bahrain",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_quantity","tonne",27.61,"A"
"Bahrain",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","export_value","USD",160000,"A"
"Bahrain",1293,"Crude organic material n.e.c.","export_value","USD",1000,"A"
"Bahrain",397,"Cucumbers and gherkins","export_quantity","tonne",5848,"A"
"Bahrain",397,"Cucumbers and gherkins","export_value","USD",3354000,"A"
"Bahrain",577,"Dates","export_quantity","tonne",202.49,"A"
"Bahrain",577,"Dates","export_value","USD",156000,"A"
"Bahrain",399,"Eggplants (aubergines)","export_quantity","tonne",588,"A"
"Bahrain",399,"Eggplants (aubergines)","export_value","USD",342000,"A"
"Bahrain",1091,"Eggs from other birds in shell, fresh, n.e.c.","export_quantity","tonne",1137.6,"A"
"Bahrain",1091,"Eggs from other birds in shell, fresh, n.e.c.","export_value","USD",77000,"A"
"Bahrain",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_quantity","tonne",65.52,"A"
"Bahrain",672,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","export_value","USD",417000,"A"
"Bahrain",1243,"Fat preparations n.e.c.","export_quantity","tonne",2.25,"A"
"Bahrain",1243,"Fat preparations n.e.c.","export_value","USD",4000,"A"
"Bahrain",569,"Figs","export_quantity","tonne",3,"A"
"Bahrain",569,"Figs","export_value","USD",5000,"A"
"Bahrain",117,"Flour, meal, powder, flakes, granules and pellets of potatoes","export_quantity","tonne",1.22,"A"
"Bahrain",117,"Flour, meal, powder, flakes, granules and pellets of potatoes","export_value","USD",6000,"A"
"Bahrain",1232,"Food preparations n.e.c.","import_quantity","tonne",511.58,"A"
"Bahrain",1232,"Food preparations n.e.c.","import_value","USD",1478000,"A"
"Bahrain",1232,"Food preparations n.e.c.","export_quantity","tonne",418.46,"A"
"Bahrain",1232,"Food preparations n.e.c.","export_value","USD",1083000,"A"
"Bahrain",623,"Fruit prepared n.e.c.","export_quantity","tonne",16.14,"A"
"Bahrain",623,"Fruit prepared n.e.c.","export_value","USD",41000,"A"
"Bahrain",560,"Grapes","export_quantity","tonne",56,"A"
"Bahrain",560,"Grapes","export_value","USD",119000,"A"
"Bahrain",446,"Green corn (maize)","export_quantity","tonne",245,"A"
"Bahrain",446,"Green corn (maize)","export_value","USD",129000,"A"
"Bahrain",1062,"Hen eggs in shell, fresh","export_quantity","tonne",3133.25,"A"
"Bahrain",1062,"Hen eggs in shell, fresh","export_value","USD",253000,"A"
"Bahrain",476,"Homogenized vegetable preparations","export_quantity","tonne",52.28,"A"
"Bahrain",476,"Homogenized vegetable preparations","export_value","USD",28000,"A"
"Bahrain",631,"Ice and snow","export_quantity","tonne",165,"A"
"Bahrain",631,"Ice and snow","export_value","USD",36000,"A"
"Bahrain",910,"Ice cream and other edible ice","export_quantity","tonne",14.22,"A"
"Bahrain",910,"Ice cream and other edible ice","export_value","USD",31000,"A"
"Bahrain",622,"Juice of fruits n.e.c.","export_quantity","tonne",18.23,"A"
"Bahrain",622,"Juice of fruits n.e.c.","export_value","USD",11000,"A"
"Bahrain",497,"Lemons and limes","export_quantity","tonne",68.38,"A"
"Bahrain",497,"Lemons and limes","export_value","USD",67000,"A"
"Bahrain",372,"Lettuce and chicory","export_quantity","tonne",3256.3,"A"
"Bahrain",372,"Lettuce and chicory","export_value","USD",1070000,"A"
"Bahrain",571,"Mangoes, guavas and mangosteens","export_quantity","tonne",27.3,"A"
"Bahrain",571,"Mangoes, guavas and mangosteens","export_value","USD",32000,"A"
"Bahrain",1058,"Meat of chickens, fresh or chilled","export_quantity","tonne",348.88,"A"
"Bahrain",1058,"Meat of chickens, fresh or chilled","export_value","USD",1565000,"A"
"Bahrain",1080,"Meat of turkeys, fresh or chilled","export_quantity","tonne",41.93,"A"
"Bahrain",1080,"Meat of turkeys, fresh or chilled","export_value","USD",173000,"A"
"Bahrain",1182,"Natural honey","export_quantity","tonne",0.18,"A"
"Bahrain",1182,"Natural honey","export_value","USD",6000,"A"
"Bahrain",261,"Olive oil","export_quantity","tonne",0.32,"A"
"Bahrain",261,"Olive oil","export_value","USD",1000,"A"
"Bahrain",262,"Olives preserved","export_quantity","tonne",311.4,"A"
"Bahrain",262,"Olives preserved","export_value","USD",512000,"A"
"Bahrain",403,"Onions and shallots, dry (excluding dehydrated)","export_quantity","tonne",197,"A"
"Bahrain",403,"Onions and shallots, dry (excluding dehydrated)","export_value","USD",202000,"A"
"Bahrain",490,"Oranges","export_quantity","tonne",53,"A"
"Bahrain",490,"Oranges","export_value","USD",44000,"A"
"Bahrain",414,"Other beans, green","export_quantity","tonne",348,"A"
"Bahrain",414,"Other beans, green","export_value","USD",539000,"A"
"Bahrain",619,"Other fruits, n.e.c.","export_quantity","tonne",50.73,"A"
"Bahrain",619,"Other fruits, n.e.c.","export_value","USD",72000,"A"
"Bahrain",1169,"Other live animals non food, n.e.c.","import_value","USD",5000,"A"
"Bahrain",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_quantity","tonne",49,"A"
"Bahrain",831,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences","export_value","USD",260000,"A"
"Bahrain",633,"Other non-alcoholic caloric beverages","import_quantity","tonne",53,"A"
"Bahrain",633,"Other non-alcoholic caloric beverages","import_value","USD",64000,"A"
"Bahrain",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_quantity","tonne",10.67,"A"
"Bahrain",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_value","USD",66000,"A"
"Bahrain",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_quantity","tonne",4.37,"A"
"Bahrain",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_value","USD",23000,"A"
"Bahrain",463,"Other vegetables, fresh n.e.c.","export_quantity","tonne",22,"A"
"Bahrain",463,"Other vegetables, fresh n.e.c.","export_value","USD",132000,"A"
"Bahrain",22,"Pastry","import_quantity","tonne",670.49,"A"
"Bahrain",22,"Pastry","import_value","USD",2451000,"A"
"Bahrain",22,"Pastry","export_quantity","tonne",5.94,"A"
"Bahrain",22,"Pastry","export_value","USD",16000,"A"
"Bahrain",534,"Peaches and nectarines","export_quantity","tonne",2218,"A"
"Bahrain",534,"Peaches and nectarines","export_value","USD",1773000,"A"
"Bahrain",521,"Pears","export_quantity","tonne",14,"A"
"Bahrain",521,"Pears","export_value","USD",59000,"A"
"Bahrain",417,"Peas, green","export_quantity","tonne",2,"A"
"Bahrain",417,"Peas, green","export_value","USD",6000,"A"
"Bahrain",587,"Persimmons","export_quantity","tonne",4,"A"
"Bahrain",587,"Persimmons","export_value","USD",8000,"A"
"Bahrain",536,"Plums and sloes","export_quantity","tonne",33,"A"
"Bahrain",536,"Plums and sloes","export_value","USD",39000,"A"
"Bahrain",507,"Pomelos and grapefruits","export_quantity","tonne",67,"A"
"Bahrain",507,"Pomelos and grapefruits","export_value","USD",50000,"A"
"Bahrain",116,"Potatoes","export_quantity","tonne",163,"A"
"Bahrain",116,"Potatoes","export_value","USD",121000,"A"
"Bahrain",1061,"Poultry meat preparations","export_quantity","tonne",11.29,"A"
"Bahrain",1061,"Poultry meat preparations","export_value","USD",32000,"A"
"Bahrain",235,"Prepared nuts","export_quantity","tonne",1.08,"A"
"Bahrain",235,"Prepared nuts","export_value","USD",11000,"A"
"Bahrain",907,"Processed cheese","import_quantity","tonne",28.43,"A"
"Bahrain",907,"Processed cheese","import_value","USD",255000,"A"
"Bahrain",394,"Pumpkins, squash and gourds","export_quantity","tonne",9,"A"
"Bahrain",394,"Pumpkins, squash and gourds","export_value","USD",8000,"A"
"Bahrain",882,"Raw milk of cattle","import_quantity","tonne",2,"A"
"Bahrain",882,"Raw milk of cattle","import_value","USD",2000,"A"
"Bahrain",874,"Sausages and similar products of meat, offal or blood of beef and veal","export_quantity","tonne",61.31,"A"
"Bahrain",874,"Sausages and similar products of meat, offal or blood of beef and veal","export_value","USD",359000,"A"
"Bahrain",976,"Sheep","export_quantity","Animal",933,"A"
"Bahrain",976,"Sheep","export_quantity","tonne",33.1,"A"
"Bahrain",976,"Sheep","export_value","USD",10695000,"A"
"Bahrain",530,"Sour cherries","export_quantity","tonne",0.7,"A"
"Bahrain",530,"Sour cherries","export_value","USD",4000,"A"
"Bahrain",544,"Strawberries","export_quantity","tonne",214.1,"A"
"Bahrain",544,"Strawberries","export_value","USD",590000,"A"
"Bahrain",167,"Sugar and syrups n.e.c.","import_quantity","tonne",2.93,"A"
"Bahrain",167,"Sugar and syrups n.e.c.","import_value","USD",15000,"A"
"Bahrain",168,"Sugar confectionery","export_quantity","tonne",47.35,"A"
"Bahrain",168,"Sugar confectionery","export_value","USD",360000,"A"
"Bahrain",495,"Tangerines, mandarins, clementines","export_quantity","tonne",77,"A"
"Bahrain",495,"Tangerines, mandarins, clementines","export_value","USD",60000,"A"
"Bahrain",667,"Tea leaves","export_quantity","tonne",0.18,"A"
"Bahrain",667,"Tea leaves","export_value","USD",4000,"A"
"Bahrain",388,"Tomatoes","export_quantity","tonne",28504,"A"
"Bahrain",388,"Tomatoes","export_value","USD",14720000,"A"
"Bahrain",472,"Vegetables preserved nes (o/t vinegar)","import_quantity","tonne",112.79,"A"
"Bahrain",472,"Vegetables preserved nes (o/t vinegar)","import_value","USD",506000,"A"
"Bahrain",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","export_quantity","tonne",13.21,"A"
"Bahrain",471,"Vegetables, pulses and potatoes, preserved by vinegar or acetic acid","export_value","USD",22000,"A"
"Bahrain",567,"Watermelons","export_quantity","tonne",4681,"A"
"Bahrain",567,"Watermelons","export_value","USD",1876000,"A"
"Bahrain",889,"Whole milk, condensed","import_quantity","tonne",6.83,"A"
"Bahrain",889,"Whole milk, condensed","import_value","USD",21000,"A"
"Bahrain",889,"Whole milk, condensed","export_quantity","tonne",1.43,"A"
"Bahrain",889,"Whole milk, condensed","export_value","USD",7000,"A"
"Bangladesh",711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","import_quantity","tonne",1.44,"A"
"Bangladesh",711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","import_value","USD",2000,"A"
"Bangladesh",515,"Apples","export_quantity","tonne",2.46,"A"
"Bangladesh",515,"Apples","export_value","USD",4000,"A"
"Bangladesh",20,"Bread","import_quantity","tonne",17,"A"
"Bangladesh",20,"Bread","import_value","USD",15000,"A"
"Bangladesh",41,"Breakfast cereals","import_quantity","tonne",81.1,"A"
"Bangladesh",41,"Breakfast cereals","import_value","USD",57000,"A"
"Bangladesh",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_quantity","tonne",2.69,"A"
"Bangladesh",110,"Communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products.","import_value","USD",2000,"A"
"Bangladesh",845,"Compound feed n.e.c.","export_quantity","tonne",4,"A"
"Bangladesh",845,"Compound feed n.e.c.","export_value","USD",22000,"A"
"Bangladesh",1293,"Crude organic material n.e.c.","import_value","USD",20000,"A"
"Bangladesh",577,"Dates","export_quantity","tonne",199.58,"A"
"Bangladesh",577,"Dates","export_value","USD",270000,"A"
"Bangladesh",1232,"Food preparations n.e.c.","import_quantity","tonne",68.35,"A"
"Bangladesh",1232,"Food preparations n.e.c.","import_value","USD",168000,"A"
"Bangladesh",1232,"Food preparations n.e.c.","export_quantity","tonne",103.63,"A"
"Bangladesh",1232,"Food preparations n.e.c.","export_value","USD",132000,"A"
"Bangladesh",623,"Fruit prepared n.e.c.","import_quantity","tonne",31.82,"A"
"Bangladesh",623,"Fruit prepared n.e.c.","import_value","USD",30000,"A"
"Bangladesh",622,"Juice of fruits n.e.c.","import_quantity","tonne",6.57,"A"
"Bangladesh",622,"Juice of fruits n.e.c.","import_value","USD",2000,"A"
"Bangladesh",780,"Jute, raw or retted","import_quantity","tonne",26,"A"
"Bangladesh",780,"Jute, raw or retted","import_value","USD",30000,"A"
"Bangladesh",262,"Olives preserved","import_quantity","tonne",0.96,"A"
"Bangladesh",262,"Olives preserved","import_value","USD",1000,"A"
"Bangladesh",633,"Other non-alcoholic caloric beverages","import_quantity","tonne",111,"A"
"Bangladesh",633,"Other non-alcoholic caloric beverages","import_value","USD",33000,"A"
"Bangladesh",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_quantity","tonne",59.7,"A"
"Bangladesh",723,"Other stimulant, spice and aromatic crops, n.e.c.","import_value","USD",87000,"A"
"Bangladesh",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_quantity","tonne",2.95,"A"
"Bangladesh",723,"Other stimulant, spice and aromatic crops, n.e.c.","export_value","USD",4000,"A"
"Bangladesh",463,"Other vegetables, fresh n.e.c.","import_quantity","tonne",49.56,"A"
"Bangladesh",463,"Other vegetables, fresh n.e.c.","import_value","USD",147000,"A"
"Bangladesh",463,"Other vegetables, fresh n.e.c.","export_quantity","tonne",1.73,"A"
"Bangladesh",463,"Other vegetables, fresh n.e.c.","export_value","USD",3000,"A"
"Bangladesh",22,"Pastry","import_quantity","tonne",57.09,"A"
"Bangladesh",22,"Pastry","import_value","USD",40000,"A"
"Bangladesh",687,"Pepper (Piper spp.), raw","import_quantity","tonne",29.97,"A"
"Bangladesh",687,"Pepper (Piper spp.), raw","import_value","USD",34000,"A"
"Bangladesh",235,"Prepared nuts","import_quantity","tonne",3.86,"A"
"Bangladesh",235,"Prepared nuts","import_value","USD",3000,"A"
"Bangladesh",271,"Rapeseed or canola oil, crude","import_quantity","tonne",16.6,"A"
"Bangladesh",271,"Rapeseed or canola oil, crude","import_value","USD",14000,"A"
"Bangladesh",31,"Rice, milled","import_quantity","tonne",236.47,"A"
"Bangladesh",31,"Rice, milled","import_value","USD",224000,"A"
